ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Original_Data,Data_Quality,Data_Completeness,Temp_Range,Temp_StdDev,Has_Extreme_Values
44,Colombia,CO,COL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.09,-0.133,-0.058,0.117,-0.217,0.117,-0.274,-0.238,0.363,0.052,-0.431,-0.022,0.349,-0.306,-0.304,-0.24,0.214,0.109,0.191,0.446,0.129,0.192,0.636,-0.233,-0.015,0.017,0.573,0.312,-0.091,0.31,0.449,0.606,0.263,0.245,0.517,0.143,0.504,0.901,-0.01,-0.009,0.438,0.675,0.693,0.585,0.681,0.531,0.641,0.385,0.856,1.037,0.467,0.668,0.834,0.854,1.249,1.08,0.82,1.137,1.397,1.583,1.073,0.874,"{'F1961': 0.09, 'F1962': -0.133, 'F1963': -0.058, 'F1964': 0.117, 'F1965': -0.217, 'F1966': 0.117, 'F1967': -0.274, 'F1968': -0.238, 'F1969': 0.363, 'F1970': 0.052, 'F1971': -0.431, 'F1972': -0.022, 'F1973': 0.349, 'F1974': -0.306, 'F1975': -0.304, 'F1976': -0.24, 'F1977': 0.214, 'F1978': 0.109, 'F1979': 0.191, 'F1980': 0.446, 'F1981': 0.129, 'F1982': 0.192, 'F1983': 0.636, 'F1984': -0.233, 'F1985': -0.015, 'F1986': 0.017, 'F1987': 0.573, 'F1988': 0.312, 'F1989': -0.091, 'F1990': 0.31, 'F1991': 0.449, 'F1992': 0.606, 'F1993': 0.263, 'F1994': 0.245, 'F1995': 0.517, 'F1996': 0.143, 'F1997': 0.504, 'F1998': 0.901, 'F1999': -0.01, 'F2000': -0.009, 'F2001': 0.438, 'F2002': 0.675, 'F2003': 0.693, 'F2004': 0.585, 'F2005': 0.681, 'F2006': 0.531, 'F2007': 0.641, 'F2008': 0.385, 'F2009': 0.856, 'F2010': 1.037, 'F2011': 0.467, 'F2012': 0.668, 'F2013': 0.834, 'F2014': 0.854, 'F2015': 1.249, 'F2016': 1.08, 'F2017': 0.82, 'F2018': 1.137, 'F2019': 1.397, 'F2020': 1.583, 'F2021': 1.073, 'F2022': 0.874}",Insufficient Data,1.0,2.014,0.4597311551992256,False
45,"Comoros, Union of the",KM,COM,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.457,0.001,-0.248,-0.215,-0.334,0.059,0.154,-0.452,0.199,0.058,-0.545,-0.075,0.135,-0.375,-0.16,-0.071,0.448,0.184,0.165,0.198,0.082,0.53,0.356,-0.433,-0.433,0.001,0.455,0.461,-0.234,0.154,0.299,0.119,0.233,0.595,0.475,0.013,0.315,0.807,0.235,0.01,0.159,0.613,0.291,0.213,0.309,0.115,0.448,0.28,0.639,0.88,0.516,0.479,0.415,0.509,0.725,0.7,0.95,0.705,1.296,1.03,0.65,0.521,"{'F1961': 0.457, 'F1962': 0.001, 'F1963': -0.248, 'F1964': -0.215, 'F1965': -0.334, 'F1966': 0.059, 'F1967': 0.154, 'F1968': -0.452, 'F1969': 0.199, 'F1970': 0.058, 'F1971': -0.545, 'F1972': -0.075, 'F1973': 0.135, 'F1974': -0.375, 'F1975': -0.16, 'F1976': -0.071, 'F1977': 0.448, 'F1978': 0.184, 'F1979': 0.165, 'F1980': 0.198, 'F1981': 0.082, 'F1982': 0.53, 'F1983': 0.356, 'F1984': -0.433, 'F1985': nan, 'F1986': 0.001, 'F1987': 0.455, 'F1988': 0.461, 'F1989': -0.234, 'F1990': 0.154, 'F1991': 0.299, 'F1992': 0.119, 'F1993': 0.233, 'F1994': 0.595, 'F1995': 0.475, 'F1996': 0.013, 'F1997': 0.315, 'F1998': 0.807, 'F1999': 0.235, 'F2000': 0.01, 'F2001': 0.159, 'F2002': 0.613, 'F2003': 0.291, 'F2004': 0.213, 'F2005': 0.309, 'F2006': 0.115, 'F2007': 0.448, 'F2008': 0.28, 'F2009': 0.639, 'F2010': 0.88, 'F2011': 0.516, 'F2012': 0.479, 'F2013': 0.415, 'F2014': 0.509, 'F2015': 0.725, 'F2016': 0.7, 'F2017': 0.95, 'F2018': 0.705, 'F2019': 1.296, 'F2020': 1.03, 'F2021': 0.65, 'F2022': 0.521}",Insufficient Data,1.0,1.8410000000000002,0.38499799803060364,False
46,"Congo, Dem. Rep. of the",CD,COD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.03,-0.172,-0.038,-0.112,-0.193,0.109,-0.119,-0.158,0.139,0.218,-0.141,0.074,0.458,-0.077,-0.103,-0.185,0.259,0.141,0.4,0.311,0.15,0.143,0.506,0.282,0.159,0.307,0.6,0.488,-0.144,0.082,0.293,-0.213,0.1,0.293,0.387,-0.077,0.627,0.937,0.455,0.537,0.393,0.872,0.961,0.913,1.014,0.844,0.768,0.664,0.928,1.347,0.844,0.523,1.003,0.976,1.053,1.546,1.32,1.45,1.483,1.692,1.658,1.48,"{'F1961': -0.03, 'F1962': -0.172, 'F1963': -0.038, 'F1964': -0.112, 'F1965': -0.193, 'F1966': 0.109, 'F1967': -0.119, 'F1968': -0.158, 'F1969': 0.139, 'F1970': 0.218, 'F1971': -0.141, 'F1972': 0.074, 'F1973': 0.458, 'F1974': -0.077, 'F1975': -0.103, 'F1976': -0.185, 'F1977': 0.259, 'F1978': 0.141, 'F1979': 0.4, 'F1980': 0.311, 'F1981': 0.15, 'F1982': 0.143, 'F1983': 0.506, 'F1984': 0.282, 'F1985': 0.159, 'F1986': 0.307, 'F1987': 0.6, 'F1988': 0.488, 'F1989': -0.144, 'F1990': 0.082, 'F1991': 0.293, 'F1992': -0.213, 'F1993': 0.1, 'F1994': 0.293, 'F1995': 0.387, 'F1996': -0.077, 'F1997': 0.627, 'F1998': 0.937, 'F1999': 0.455, 'F2000': 0.537, 'F2001': 0.393, 'F2002': 0.872, 'F2003': 0.961, 'F2004': 0.913, 'F2005': 1.014, 'F2006': 0.844, 'F2007': 0.768, 'F2008': 0.664, 'F2009': 0.928, 'F2010': 1.347, 'F2011': 0.844, 'F2012': 0.523, 'F2013': 1.003, 'F2014': 0.976, 'F2015': 1.053, 'F2016': 1.546, 'F2017': 1.32, 'F2018': 1.45, 'F2019': 1.483, 'F2020': 1.692, 'F2021': 1.658, 'F2022': 1.48}",Insufficient Data,1.0,1.905,0.5368436341429698,False
47,"Congo, Rep. of",CG,COG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.172,-0.053,0.12,-0.123,-0.179,0.102,-0.126,-0.11,0.118,0.159,-0.08,-0.052,0.493,-0.081,-0.125,-0.248,0.221,0.111,0.427,0.32,-0.189,-0.205,0.31,0.15,-0.195,0.013,0.354,0.211,-0.301,-0.014,0.144,-0.314,0.007,0.223,0.426,-0.058,-0.058,1.055,0.61,0.404,0.356,0.752,0.852,0.891,0.912,0.808,0.831,0.74,0.819,1.255,0.651,0.667,0.811,0.744,1.075,1.479,1.159,1.245,1.411,1.5,1.355,1.245,"{'F1961': -0.172, 'F1962': -0.053, 'F1963': 0.12, 'F1964': -0.123, 'F1965': -0.179, 'F1966': 0.102, 'F1967': -0.126, 'F1968': -0.11, 'F1969': 0.118, 'F1970': 0.159, 'F1971': -0.08, 'F1972': -0.052, 'F1973': 0.493, 'F1974': -0.081, 'F1975': -0.125, 'F1976': -0.248, 'F1977': 0.221, 'F1978': 0.111, 'F1979': 0.427, 'F1980': 0.32, 'F1981': -0.189, 'F1982': -0.205, 'F1983': 0.31, 'F1984': 0.15, 'F1985': -0.195, 'F1986': 0.013, 'F1987': 0.354, 'F1988': 0.211, 'F1989': -0.301, 'F1990': -0.014, 'F1991': 0.144, 'F1992': -0.314, 'F1993': 0.007, 'F1994': 0.223, 'F1995': 0.426, 'F1996': -0.058, 'F1997': nan, 'F1998': 1.055, 'F1999': 0.61, 'F2000': 0.404, 'F2001': 0.356, 'F2002': 0.752, 'F2003': 0.852, 'F2004': 0.891, 'F2005': 0.912, 'F2006': 0.808, 'F2007': 0.831, 'F2008': 0.74, 'F2009': 0.819, 'F2010': 1.255, 'F2011': 0.651, 'F2012': 0.667, 'F2013': 0.811, 'F2014': 0.744, 'F2015': 1.075, 'F2016': 1.479, 'F2017': 1.159, 'F2018': 1.245, 'F2019': 1.411, 'F2020': 1.5, 'F2021': 1.355, 'F2022': 1.245}",Insufficient Data,1.0,1.814,0.5203330537064523,False
48,Cook Islands,CK,COK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.148,-0.064,-0.099,0.163,-0.373,0.035,-0.352,-0.387,-0.009,0.249,-0.079,-0.03,0.508,-0.129,-0.167,-0.269,0.057,-0.006,-0.05,0.138,0.036,-0.061,0.06,-0.043,0.05,0.264,-0.021,0.34,0.13,0.19,0.197,0.21,-0.069,0.186,0.455,0.247,-0.108,-0.258,0.625,0.303,0.402,0.292,0.262,0.257,0.115,0.314,0.344,0.208,0.077,0.604,0.548,0.258,0.455,0.158,-0.43,0.31,0.675,0.238,0.22,0.274,0.568,0.479,"{'F1961': 0.148, 'F1962': -0.064, 'F1963': -0.099, 'F1964': 0.163, 'F1965': -0.373, 'F1966': 0.035, 'F1967': -0.352, 'F1968': -0.387, 'F1969': -0.009, 'F1970': 0.249, 'F1971': -0.079, 'F1972': -0.03, 'F1973': 0.508, 'F1974': -0.129, 'F1975': -0.167, 'F1976': -0.269, 'F1977': 0.057, 'F1978': -0.006, 'F1979': -0.05, 'F1980': 0.138, 'F1981': 0.036, 'F1982': -0.061, 'F1983': 0.06, 'F1984': -0.043, 'F1985': 0.05, 'F1986': 0.264, 'F1987': -0.021, 'F1988': 0.34, 'F1989': 0.13, 'F1990': 0.19, 'F1991': 0.197, 'F1992': 0.21, 'F1993': -0.069, 'F1994': 0.186, 'F1995': 0.455, 'F1996': 0.247, 'F1997': -0.108, 'F1998': -0.258, 'F1999': 0.625, 'F2000': 0.303, 'F2001': 0.402, 'F2002': 0.292, 'F2003': 0.262, 'F2004': 0.257, 'F2005': 0.115, 'F2006': 0.314, 'F2007': 0.344, 'F2008': 0.208, 'F2009': 0.077, 'F2010': 0.604, 'F2011': 0.548, 'F2012': 0.258, 'F2013': 0.455, 'F2014': 0.158, 'F2015': -0.43, 'F2016': 0.31, 'F2017': 0.675, 'F2018': 0.238, 'F2019': 0.22, 'F2020': 0.274, 'F2021': 0.568, 'F2022': 0.479}",Insufficient Data,1.0,1.105,0.25722488859054404,False
49,Costa Rica,CR,CRI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,-0.549,0.135,0.163,-0.256,-0.398,0.187,0.296,0.175,0.213,0.425,0.189,0.604,1.052,0.035,-0.047,-0.047,0.658,0.119,0.067,0.591,0.582,0.498,0.308,0.514,0.633,-0.021,0.862,1.139,-0.174,-0.017,0.608,0.894,0.864,0.796,0.584,0.775,0.75,0.349,1.052,0.989,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': -0.549, 'F1972': 0.135, 'F1973': 0.163, 'F1974': -0.256, 'F1975': -0.398, 'F1976': 0.187, 'F1977': 0.296, 'F1978': 0.175, 'F1979': 0.213, 'F1980': 0.425, 'F1981': 0.189, 'F1982': 0.604, 'F1983': 1.052, 'F1984': 0.035, 'F1985': -0.047, 'F1986': nan, 'F1987': 0.658, 'F1988': 0.119, 'F1989': 0.067, 'F1990': 0.591, 'F1991': 0.582, 'F1992': 0.498, 'F1993': 0.308, 'F1994': 0.514, 'F1995': 0.633, 'F1996': -0.021, 'F1997': 0.862, 'F1998': 1.139, 'F1999': -0.174, 'F2000': -0.017, 'F2001': 0.608, 'F2002': 0.894, 'F2003': 0.864, 'F2004': 0.796, 'F2005': 0.584, 'F2006': 0.775, 'F2007': 0.75, 'F2008': 0.349, 'F2009': 1.052, 'F2010': 0.989, 'F2011': 0.564, 'F2012': nan, 'F2013': nan, 'F2014': nan, 'F2015': nan, 'F2016': nan, 'F2017': nan, 'F2018': nan, 'F2019': nan, 'F2020': nan, 'F2021': nan, 'F2022': nan}",Insufficient Data,1.0,1.6880000000000002,0.4988339361703435,False
50,"Croatia, Rep. of",HR,HRV,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.382,1.693,0.407,-0.055,0.285,1.127,0.676,1.601,1.57,1.233,1.244,0.633,0.253,0.68,1.938,1.416,1.454,0.821,1.22,1.809,1.232,2.004,1.895,1.807,1.523,2.282,2.082,1.989,1.582,2.209,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': 0.811, 'F1993': 0.382, 'F1994': 1.693, 'F1995': 0.407, 'F1996': -0.055, 'F1997': 0.285, 'F1998': 1.127, 'F1999': 0.676, 'F2000': 1.601, 'F2001': 1.57, 'F2002': 1.233, 'F2003': 1.244, 'F2004': 0.633, 'F2005': 0.253, 'F2006': 0.68, 'F2007': 1.938, 'F2008': 1.416, 'F2009': 1.454, 'F2010': 0.821, 'F2011': 1.22, 'F2012': 1.809, 'F2013': 1.232, 'F2014': 2.004, 'F2015': 1.895, 'F2016': 1.807, 'F2017': 1.523, 'F2018': 2.282, 'F2019': 2.082, 'F2020': 1.989, 'F2021': 1.582, 'F2022': 2.209}",Insufficient Data,1.0,2.337,0.5110554088189758,False
51,Cuba,CU,CUB,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.084,-0.07,-0.127,0.102,0.023,-0.325,-0.234,-0.339,0.024,-0.349,0.067,0.433,0.403,0.087,0.528,-0.194,0.131,0.034,0.349,0.49,-0.016,0.591,0.303,0.287,0.235,0.357,0.736,0.603,0.68,0.836,0.899,0.608,0.639,1.016,1.222,0.627,1.031,1.191,0.806,0.508,0.535,0.945,1.089,0.872,0.787,0.914,0.902,0.642,0.93,0.957,0.538,0.611,0.885,1.144,1.439,1.37,1.275,1.177,1.634,1.722,1.304,1.437,"{'F1961': -0.084, 'F1962': -0.07, 'F1963': -0.127, 'F1964': 0.102, 'F1965': 0.023, 'F1966': -0.325, 'F1967': -0.234, 'F1968': -0.339, 'F1969': 0.024, 'F1970': -0.349, 'F1971': 0.067, 'F1972': 0.433, 'F1973': 0.403, 'F1974': 0.087, 'F1975': 0.528, 'F1976': -0.194, 'F1977': 0.131, 'F1978': 0.034, 'F1979': 0.349, 'F1980': 0.49, 'F1981': -0.016, 'F1982': 0.591, 'F1983': 0.303, 'F1984': 0.287, 'F1985': 0.235, 'F1986': 0.357, 'F1987': 0.736, 'F1988': 0.603, 'F1989': 0.68, 'F1990': 0.836, 'F1991': 0.899, 'F1992': 0.608, 'F1993': 0.639, 'F1994': 1.016, 'F1995': 1.222, 'F1996': 0.627, 'F1997': 1.031, 'F1998': 1.191, 'F1999': 0.806, 'F2000': 0.508, 'F2001': 0.535, 'F2002': 0.945, 'F2003': 1.089, 'F2004': 0.872, 'F2005': 0.787, 'F2006': 0.914, 'F2007': 0.902, 'F2008': 0.642, 'F2009': 0.93, 'F2010': 0.957, 'F2011': 0.538, 'F2012': 0.611, 'F2013': 0.885, 'F2014': 1.144, 'F2015': 1.439, 'F2016': 1.37, 'F2017': 1.275, 'F2018': 1.177, 'F2019': 1.634, 'F2020': 1.722, 'F2021': 1.304, 'F2022': 1.437}",Insufficient Data,1.0,2.0709999999999997,0.5204448969857609,False
52,Cyprus,CY,CYP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.039,0.789,0.691,-0.612,-0.208,0.637,-0.774,-0.031,0.165,0.495,-0.256,-0.625,-0.379,-0.177,-0.225,-0.713,0.15,-0.028,0.607,-0.295,0.088,-0.337,-0.805,0.013,-0.068,0.249,-0.26,0.044,0.085,0.069,0.379,-0.928,-0.421,1.047,0.058,0.253,0.008,0.961,1.079,0.618,1.161,0.836,0.585,0.614,0.335,0.622,0.814,1.031,0.983,2.03,0.715,0.97,1.238,1.048,1.139,1.493,0.776,2.119,1.524,1.668,1.994,1.237,"{'F1961': 0.039, 'F1962': 0.789, 'F1963': 0.691, 'F1964': -0.612, 'F1965': -0.208, 'F1966': 0.637, 'F1967': -0.774, 'F1968': -0.031, 'F1969': 0.165, 'F1970': 0.495, 'F1971': -0.256, 'F1972': -0.625, 'F1973': -0.379, 'F1974': -0.177, 'F1975': -0.225, 'F1976': -0.713, 'F1977': 0.15, 'F1978': -0.028, 'F1979': 0.607, 'F1980': -0.295, 'F1981': 0.088, 'F1982': -0.337, 'F1983': -0.805, 'F1984': 0.013, 'F1985': -0.068, 'F1986': 0.249, 'F1987': -0.26, 'F1988': 0.044, 'F1989': 0.085, 'F1990': 0.069, 'F1991': 0.379, 'F1992': -0.928, 'F1993': -0.421, 'F1994': 1.047, 'F1995': 0.058, 'F1996': 0.253, 'F1997': 0.008, 'F1998': 0.961, 'F1999': 1.079, 'F2000': 0.618, 'F2001': 1.161, 'F2002': 0.836, 'F2003': 0.585, 'F2004': 0.614, 'F2005': 0.335, 'F2006': 0.622, 'F2007': 0.814, 'F2008': 1.031, 'F2009': 0.983, 'F2010': 2.03, 'F2011': 0.715, 'F2012': 0.97, 'F2013': 1.238, 'F2014': 1.048, 'F2015': 1.139, 'F2016': 1.493, 'F2017': 0.776, 'F2018': 2.119, 'F2019': 1.524, 'F2020': 1.668, 'F2021': 1.994, 'F2022': 1.237}",Insufficient Data,1.0,3.047,0.7290441653487704,False
53,Czech Rep.,CZ,CZE,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,1.807,1.044,-0.602,0.141,1.258,1.116,1.914,1.228,1.531,1.081,0.822,0.752,0.957,2.175,1.654,1.435,0.425,1.054,1.596,0.797,2.527,2.141,2.1,1.616,2.672,2.561,2.361,1.321,2.394,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': 0.293, 'F1994': 1.807, 'F1995': 1.044, 'F1996': -0.602, 'F1997': 0.141, 'F1998': 1.258, 'F1999': 1.116, 'F2000': 1.914, 'F2001': 1.228, 'F2002': 1.531, 'F2003': 1.081, 'F2004': 0.822, 'F2005': 0.752, 'F2006': 0.957, 'F2007': 2.175, 'F2008': 1.654, 'F2009': 1.435, 'F2010': 0.425, 'F2011': 1.054, 'F2012': 1.596, 'F2013': 0.797, 'F2014': 2.527, 'F2015': 2.141, 'F2016': 2.1, 'F2017': 1.616, 'F2018': 2.672, 'F2019': 2.561, 'F2020': 2.361, 'F2021': 1.321, 'F2022': 2.394}",Insufficient Data,1.0,3.274,0.7801072322186966,False
54,Denmark,DK,DNK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.117,-0.641,-1.019,-0.274,-0.603,-0.5,0.831,0.277,-0.135,-1.204,0.261,0.289,0.67,0.58,1.335,0.301,-0.014,0.145,-1.191,-0.441,0.3,0.002,1.06,0.379,-1.004,-0.444,-0.985,0.925,1.803,1.843,0.616,1.452,0.235,0.967,1.304,-0.753,0.651,0.869,1.334,1.719,1.044,1.652,0.707,1.032,1.282,1.349,2.136,1.853,1.32,-0.199,0.677,1.139,0.397,2.677,1.516,1.852,1.619,2.109,2.18,2.633,1.69,2.219,"{'F1961': 1.117, 'F1962': -0.641, 'F1963': -1.019, 'F1964': -0.274, 'F1965': -0.603, 'F1966': -0.5, 'F1967': 0.831, 'F1968': 0.277, 'F1969': -0.135, 'F1970': -1.204, 'F1971': 0.261, 'F1972': 0.289, 'F1973': 0.67, 'F1974': 0.58, 'F1975': 1.335, 'F1976': 0.301, 'F1977': -0.014, 'F1978': 0.145, 'F1979': -1.191, 'F1980': -0.441, 'F1981': 0.3, 'F1982': 0.002, 'F1983': 1.06, 'F1984': 0.379, 'F1985': -1.004, 'F1986': -0.444, 'F1987': -0.985, 'F1988': 0.925, 'F1989': 1.803, 'F1990': 1.843, 'F1991': 0.616, 'F1992': 1.452, 'F1993': 0.235, 'F1994': 0.967, 'F1995': 1.304, 'F1996': -0.753, 'F1997': 0.651, 'F1998': 0.869, 'F1999': 1.334, 'F2000': 1.719, 'F2001': 1.044, 'F2002': 1.652, 'F2003': 0.707, 'F2004': 1.032, 'F2005': 1.282, 'F2006': 1.349, 'F2007': 2.136, 'F2008': 1.853, 'F2009': 1.32, 'F2010': -0.199, 'F2011': 0.677, 'F2012': 1.139, 'F2013': 0.397, 'F2014': 2.677, 'F2015': 1.516, 'F2016': 1.852, 'F2017': 1.619, 'F2018': 2.109, 'F2019': 2.18, 'F2020': 2.633, 'F2021': 1.69, 'F2022': 2.219}",Insufficient Data,1.0,3.8810000000000002,0.993016299979705,False
